content_length,follower_count,ER,hour,description_score,hashtag_count,hashtag_quality_score,day_sin,day_cos,content_type_mixed,content_type_text,content_type_video
291,842478.0,0.014526195342786399,13,0.327,5.0,0.419,-0.433883739117558,-0.9009688679024191,0,0,1
387,53926.0,0.2244001038460112,22,0.156,0.0,0.0,-0.433883739117558,-0.9009688679024191,1,0,0
197,184377.0,0.06551793336479061,23,0.351,2.0,0.337,-0.433883739117558,-0.9009688679024191,0,0,0
41,718209.0,0.01693935887742983,2,0.277,5.0,0.417,-0.9749279121818236,-0.2225209339563146,0,0,1
139,869613.0,0.013784292553124206,3,0.401,5.0,0.353,-0.9749279121818236,-0.2225209339563146,0,0,1
91,641255.0,0.01903766832227429,3,0.273,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0,0,1
536,264121.0,0.04613794435126325,5,0.133,2.0,0.167,-0.9749279121818236,-0.2225209339563146,0,1,0
163,415914.0,0.029140639651466408,8,0.209,2.0,0.18,-0.9749279121818236,-0.2225209339563146,1,0,0
367,692106.0,0.01734560890961789,9,0.273,2.0,0.173,-0.9749279121818236,-0.2225209339563146,1,0,0
73,881788.0,0.013910373014828961,9,0.34,4.0,0.297,-0.9749279121818236,-0.2225209339563146,1,0,0
147,350062.0,0.0344310436436974,11,0.089,4.0,0.297,-0.9749279121818236,-0.2225209339563146,0,0,1
132,822447.0,0.01464896826178465,12,0.209,3.0,0.42,-0.9749279121818236,-0.2225209339563146,0,0,1
86,253523.0,0.04698981946411174,14,0.15,3.0,0.353,-0.9749279121818236,-0.2225209339563146,0,0,1
306,168409.0,0.07190827093563883,16,0.329,4.0,0.303,-0.9749279121818236,-0.2225209339563146,0,0,1
302,543555.0,0.022124715990102198,20,0.298,5.0,0.457,-0.9749279121818236,-0.2225209339563146,0,0,1
403,597484.0,0.020318535726479705,22,0.169,4.0,0.443,-0.9749279121818236,-0.2225209339563146,0,0,1
541,768172.0,0.015914404586472822,23,0.372,3.0,0.416,-0.9749279121818236,-0.2225209339563146,0,0,1
71,668140.0,0.018349447720537614,0,0.404,2.0,0.187,-0.7818314824680299,0.6234898018587334,1,0,0
138,911023.0,0.013323483600304274,1,0.318,1.0,0.367,-0.7818314824680299,0.6234898018587334,0,0,0
102,973209.0,0.012573866456228827,2,0.317,1.0,0.113,-0.7818314824680299,0.6234898018587334,0,1,0
260,776182.0,0.015802994658469276,3,0.241,0.0,0.0,-0.7818314824680299,0.6234898018587334,0,0,1
99,422998.0,0.028645525510758916,7,0.276,5.0,0.473,-0.7818314824680299,0.6234898018587334,0,0,1
496,903197.0,0.013374712272073534,10,0.173,2.0,0.313,-0.7818314824680299,0.6234898018587334,0,0,1
11,853941.0,0.014251570073342304,12,0.14,3.0,0.344,-0.7818314824680299,0.6234898018587334,0,0,1
50,94414.0,0.12706801957336836,16,0.291,0.0,0.0,-0.7818314824680299,0.6234898018587334,0,0,0
297,151726.0,0.07839131065209655,16,0.286,4.0,0.313,-0.7818314824680299,0.6234898018587334,0,0,1
33,730527.0,0.01660718905666731,16,0.256,0.0,0.0,-0.7818314824680299,0.6234898018587334,0,0,0
161,882114.0,0.01381454097769676,19,0.21,3.0,0.242,-0.7818314824680299,0.6234898018587334,0,0,1
72,290957.0,0.04179311719601178,21,0.386,0.0,0.0,-0.7818314824680299,0.6234898018587334,0,0,1
498,690232.0,0.017582494002016714,21,0.273,5.0,0.359,-0.7818314824680299,0.6234898018587334,0,0,1
395,699656.0,0.017042660964816995,1,0.344,0.0,0.0,0.0,1.0,1,0,0
313,538022.0,0.02264219678749196,3,0.282,0.0,0.0,0.0,1.0,1,0,0
129,980919.0,0.012360857522384621,4,0.228,2.0,0.173,0.0,1.0,1,0,0
504,768935.0,0.015555281005546633,6,0.183,0.0,0.0,0.0,1.0,0,0,0
114,557316.0,0.021662755061760294,9,0.259,5.0,0.479,0.0,1.0,0,0,1
289,480018.0,0.025732368369519476,9,0.353,5.0,0.413,0.0,1.0,0,0,1
237,759152.0,0.01590063649967332,11,0.35,2.0,0.2,0.0,1.0,0,0,1
135,404878.0,0.02979663009597953,15,0.305,1.0,0.14,0.0,1.0,0,0,1
117,685807.0,0.017678443060511192,17,0.118,1.0,0.113,0.0,1.0,1,0,0
355,398733.0,0.030321041900218944,18,0.173,0.0,0.0,0.0,1.0,0,0,1
128,820814.0,0.01456602835721613,18,0.543,4.0,0.423,0.0,1.0,0,0,1
497,479287.0,0.025316772622666586,19,0.169,5.0,0.417,0.0,1.0,0,1,0
82,290915.0,0.04217726827423818,21,0.313,0.0,0.0,0.0,1.0,1,0,0
389,672750.0,0.017905611296915643,23,0.259,2.0,0.307,0.0,1.0,1,0,0
557,293747.0,0.04154595621402091,1,0.171,0.0,0.0,0.7818314824680298,0.6234898018587336,0,1,0
310,398856.0,0.03070782437772028,4,0.108,1.0,0.153,0.7818314824680298,0.6234898018587336,0,0,0
191,842986.0,0.014435589677645893,11,0.343,4.0,0.3,0.7818314824680298,0.6234898018587336,0,0,0
52,567049.0,0.021178063976834454,11,0.164,0.0,0.0,0.7818314824680298,0.6234898018587336,0,0,1
173,998638.0,0.012081454941630501,11,0.181,4.0,0.307,0.7818314824680298,0.6234898018587336,0,0,1
43,391887.0,0.0306950728143572,12,0.261,5.0,0.409,0.7818314824680298,0.6234898018587336,0,0,1
151,29966.0,0.3985516919175065,12,0.311,0.0,0.0,0.7818314824680298,0.6234898018587336,0,0,1
127,755461.0,0.015967733609014892,15,0.351,5.0,0.471,0.7818314824680298,0.6234898018587336,1,0,0
306,697544.0,0.017310735953574255,15,0.221,0.0,0.0,0.7818314824680298,0.6234898018587336,0,0,0
541,987205.0,0.012387498037388384,17,0.235,1.0,0.427,0.7818314824680298,0.6234898018587336,0,0,1
188,655902.0,0.01858966735884324,19,0.242,4.0,0.293,0.7818314824680298,0.6234898018587336,0,1,0
164,145338.0,0.08366703821436926,20,0.137,1.0,0.14,0.7818314824680298,0.6234898018587336,0,0,1
12,305234.0,0.03942221377697111,21,0.353,0.0,0.0,0.7818314824680298,0.6234898018587336,0,0,1
60,662071.0,0.01812343389153127,22,0.336,3.0,0.322,0.7818314824680298,0.6234898018587336,0,0,1
178,212668.0,0.0572206443846747,22,0.282,4.0,0.497,0.7818314824680298,0.6234898018587336,0,1,0
480,769947.0,0.01592057635135925,22,0.276,2.0,0.193,0.7818314824680298,0.6234898018587336,0,0,1
545,172704.0,0.06956989994441357,23,0.263,5.0,0.425,0.7818314824680298,0.6234898018587336,0,0,1
176,581401.0,0.020796317859790404,23,0.217,2.0,0.307,0.7818314824680298,0.6234898018587336,0,0,0
86,263816.0,0.04643008763683779,1,0.217,3.0,0.336,0.9749279121818236,-0.22252093395631434,0,0,1
122,390263.0,0.031007295080497,1,0.319,1.0,0.113,0.9749279121818236,-0.22252093395631434,0,0,0
129,734764.0,0.01636579908650941,5,0.366,1.0,0.153,0.9749279121818236,-0.22252093395631434,0,0,1
195,186979.0,0.06484685445959172,6,0.317,0.0,0.0,0.9749279121818236,-0.22252093395631434,0,0,1
499,164015.0,0.07271895863183245,7,0.214,1.0,0.113,0.9749279121818236,-0.22252093395631434,0,0,1
539,208296.0,0.058431270883742364,8,0.265,2.0,0.623,0.9749279121818236,-0.22252093395631434,0,0,0
152,44373.0,0.27377008541230025,9,0.363,4.0,0.427,0.9749279121818236,-0.22252093395631434,0,0,1
250,440414.0,0.027310666781709937,10,0.148,1.0,0.153,0.9749279121818236,-0.22252093395631434,0,1,0
109,522082.0,0.023251136794603146,13,0.263,2.0,0.32,0.9749279121818236,-0.22252093395631434,0,0,0
301,437728.0,0.027999122742890563,14,0.164,3.0,0.327,0.9749279121818236,-0.22252093395631434,0,0,0
93,830437.0,0.014782578329241111,15,0.394,2.0,0.327,0.9749279121818236,-0.22252093395631434,0,0,1
107,501374.0,0.024365044856733697,16,0.254,3.0,0.247,0.9749279121818236,-0.22252093395631434,0,0,1
480,48399.0,0.25221595487510073,16,0.193,3.0,0.358,0.9749279121818236,-0.22252093395631434,0,0,0
46,777333.0,0.015708840355420393,18,0.257,5.0,0.367,0.9749279121818236,-0.22252093395631434,0,0,1
13,281729.0,0.042821292802657875,19,0.16,1.0,0.14,0.9749279121818236,-0.22252093395631434,0,0,1
24,509190.0,0.023649325399163378,20,0.352,3.0,0.422,0.9749279121818236,-0.22252093395631434,0,1,0
161,645974.0,0.01861375225628276,22,0.478,0.0,0.0,0.9749279121818236,-0.22252093395631434,0,0,1
540,877446.0,0.013761530624106783,23,0.187,2.0,0.173,0.9749279121818236,-0.22252093395631434,0,0,0
302,331367.0,0.03661197403483147,1,0.293,2.0,0.313,0.43388373911755823,-0.900968867902419,0,0,0
125,31157.0,0.3861732515967519,1,0.281,4.0,0.31,0.43388373911755823,-0.900968867902419,0,0,0
32,374490.0,0.03251355176373201,6,0.3,5.0,0.471,0.43388373911755823,-0.900968867902419,0,0,1
440,30995.0,0.38922406839812873,9,0.15,1.0,0.447,0.43388373911755823,-0.900968867902419,0,0,1
144,309211.0,0.038853727713438396,13,0.298,2.0,0.193,0.43388373911755823,-0.900968867902419,0,0,1
64,778175.0,0.015580043049442606,13,0.368,0.0,0.0,0.43388373911755823,-0.900968867902419,1,0,0
155,610798.0,0.01990183333933641,15,0.139,4.0,0.313,0.43388373911755823,-0.900968867902419,0,0,1
29,713233.0,0.016994446415126613,15,0.262,2.0,0.307,0.43388373911755823,-0.900968867902419,0,0,1
590,574090.0,0.020829486665853787,18,0.208,0.0,0.0,0.43388373911755823,-0.900968867902419,1,0,0
515,331848.0,0.03620934885851353,20,0.277,3.0,0.349,0.43388373911755823,-0.900968867902419,0,1,0
154,152698.0,0.07921518291005776,20,0.161,3.0,0.242,0.43388373911755823,-0.900968867902419,0,0,0
481,272909.0,0.044740188121315166,21,0.197,3.0,0.344,0.43388373911755823,-0.900968867902419,0,0,1
185,751964.0,0.01584650329005112,0,0.184,3.0,0.247,-0.433883739117558,-0.9009688679024191,0,0,1
331,697131.0,0.017200497467477417,7,0.23,2.0,0.18,-0.433883739117558,-0.9009688679024191,1,0,0
166,694589.0,0.01734982845970783,10,0.288,0.0,0.0,-0.433883739117558,-0.9009688679024191,0,1,0
370,176376.0,0.06819521930421373,13,0.35,3.0,0.344,-0.433883739117558,-0.9009688679024191,1,0,0
57,245392.0,0.04921513333768012,16,0.359,0.0,0.0,-0.433883739117558,-0.9009688679024191,0,0,0
485,995617.0,0.012244668381516185,17,0.279,4.0,0.378,-0.433883739117558,-0.9009688679024191,0,0,1
53,540467.0,0.02246760671789397,17,0.259,2.0,0.18,-0.433883739117558,-0.9009688679024191,0,1,0
91,777703.0,0.015774659477975524,18,0.178,4.0,0.313,-0.433883739117558,-0.9009688679024191,0,0,1
362,259979.0,0.04687686313125291,23,0.246,4.0,0.375,-0.433883739117558,-0.9009688679024191,1,0,0
323,485169.0,0.02535611302453372,1,0.135,4.0,0.293,-0.9749279121818236,-0.2225209339563146,0,0,1
52,666180.0,0.017980125491608875,3,0.183,2.0,0.173,-0.9749279121818236,-0.2225209339563146,0,0,1
177,685741.0,0.01761743865395244,3,0.233,3.0,0.327,-0.9749279121818236,-0.2225209339563146,0,0,1
63,858039.0,0.014150871930063785,4,0.265,4.0,0.313,-0.9749279121818236,-0.2225209339563146,0,0,1
119,485441.0,0.025026728273878803,6,0.301,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0,1,0
158,98021.0,0.12256557268340458,12,0.233,5.0,0.364,-0.9749279121818236,-0.2225209339563146,0,0,0
37,893889.0,0.013695212716567717,14,0.177,2.0,0.187,-0.9749279121818236,-0.2225209339563146,0,0,1
212,341729.0,0.036022696347105455,17,0.141,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0,0,1
142,607026.0,0.019618599532804197,17,0.387,2.0,0.2,-0.9749279121818236,-0.2225209339563146,0,0,1
148,310957.0,0.03919191399453944,20,0.258,1.0,0.14,-0.9749279121818236,-0.2225209339563146,0,0,1
179,876572.0,0.013979456336729899,4,0.167,5.0,0.473,-0.7818314824680299,0.6234898018587334,0,0,1
100,862204.0,0.013971171555687518,5,0.131,5.0,0.412,-0.7818314824680299,0.6234898018587334,1,0,0
82,973531.0,0.012372487368147497,6,0.34,4.0,0.31,-0.7818314824680299,0.6234898018587334,0,0,0
226,133679.0,0.09046297473799175,6,0.235,2.0,0.16,-0.7818314824680299,0.6234898018587334,0,0,1
90,934686.0,0.012872772246508454,7,0.258,3.0,0.42,-0.7818314824680299,0.6234898018587334,0,0,1
144,938966.0,0.012926985641652627,8,0.334,0.0,0.0,-0.7818314824680299,0.6234898018587334,0,0,1
41,552860.0,0.022193683753572332,10,0.226,1.0,0.127,-0.7818314824680299,0.6234898018587334,0,0,0
523,760594.0,0.015955950217856046,12,0.138,3.0,0.322,-0.7818314824680299,0.6234898018587334,0,0,0
79,794184.0,0.015094738750717717,14,0.198,1.0,0.1,-0.7818314824680299,0.6234898018587334,0,0,1
15,440191.0,0.027494882903103427,14,0.275,4.0,0.36,-0.7818314824680299,0.6234898018587334,0,1,0
160,660210.0,0.018398691325487344,15,0.204,0.0,0.0,-0.7818314824680299,0.6234898018587334,0,0,1
504,159353.0,0.07628347128701687,16,0.189,4.0,0.303,-0.7818314824680299,0.6234898018587334,1,0,0
247,678758.0,0.018214149962136727,17,0.407,5.0,0.407,-0.7818314824680299,0.6234898018587334,1,0,0
186,284838.0,0.042220490243577054,19,0.307,3.0,0.322,-0.7818314824680299,0.6234898018587334,0,0,1
104,42540.0,0.28269863657733896,21,0.361,0.0,0.0,-0.7818314824680299,0.6234898018587334,0,0,1
415,38032.0,0.32036180058897773,22,0.218,3.0,0.247,-0.7818314824680299,0.6234898018587334,0,0,1
154,23735.0,0.5150200126395619,22,0.231,4.0,0.363,-0.7818314824680299,0.6234898018587334,0,0,0
421,392074.0,0.030649826308298943,23,0.262,0.0,0.0,-0.7818314824680299,0.6234898018587334,0,1,0
599,854873.0,0.014169356149977833,0,0.294,2.0,0.2,0.0,1.0,0,1,0
308,691936.0,0.017154765758682883,1,0.378,3.0,0.251,0.0,1.0,0,0,1
479,370831.0,0.03304739894992598,2,0.392,5.0,0.375,0.0,1.0,0,0,1
312,315265.0,0.03884985646995385,5,0.274,2.0,0.167,0.0,1.0,0,0,1
15,774139.0,0.015715523956292086,7,0.235,3.0,0.256,0.0,1.0,0,0,0
136,271669.0,0.04411618550515517,7,0.366,2.0,0.32,0.0,1.0,0,0,1
367,458692.0,0.02622238887968397,9,0.321,1.0,0.393,0.0,1.0,0,0,1
22,805048.0,0.015038854826047639,12,0.36,5.0,0.415,0.0,1.0,0,1,0
72,902108.0,0.013626971493435376,15,0.342,4.0,0.313,0.0,1.0,0,0,0
184,847024.0,0.014264058633521601,23,0.195,0.0,0.0,0.0,1.0,0,0,1
282,41091.0,0.2911586478790976,0,0.401,4.0,0.37,0.7818314824680298,0.6234898018587336,0,0,0
54,965206.0,0.012362127877365039,0,0.175,1.0,0.153,0.7818314824680298,0.6234898018587336,0,0,1
335,402171.0,0.029753512809227917,3,0.172,1.0,0.14,0.7818314824680298,0.6234898018587336,0,0,1
470,85567.0,0.13964495658372972,3,0.426,2.0,0.16,0.7818314824680298,0.6234898018587336,0,0,0
544,430000.0,0.02778139534883721,5,0.28,4.0,0.435,0.7818314824680298,0.6234898018587336,0,0,1
100,556607.0,0.021510688870244175,6,0.211,5.0,0.375,0.7818314824680298,0.6234898018587336,0,0,1
492,520547.0,0.02323517376913132,7,0.314,1.0,0.127,0.7818314824680298,0.6234898018587336,0,0,1
27,660808.0,0.01816866623890752,12,0.281,2.0,0.33,0.7818314824680298,0.6234898018587336,0,1,0
135,51426.0,0.23252829308132072,13,0.372,5.0,0.361,0.7818314824680298,0.6234898018587336,0,0,1
320,866922.0,0.013980496515257427,15,0.266,3.0,0.327,0.7818314824680298,0.6234898018587336,0,0,1
562,216706.0,0.05586831928972894,16,0.189,4.0,0.31,0.7818314824680298,0.6234898018587336,0,0,0
72,557283.0,0.02203727728999449,18,0.412,3.0,0.256,0.7818314824680298,0.6234898018587336,0,0,1
61,404834.0,0.029693652213005826,19,0.189,0.0,0.0,0.7818314824680298,0.6234898018587336,0,0,1
77,487245.0,0.024773984340526838,23,0.274,3.0,0.238,0.7818314824680298,0.6234898018587336,0,0,1
138,641153.0,0.019039137304200402,2,0.339,3.0,0.242,0.9749279121818236,-0.22252093395631434,0,0,0
141,450011.0,0.02696378532969194,3,0.238,5.0,0.404,0.9749279121818236,-0.22252093395631434,0,0,1
416,777923.0,0.015672502291357884,5,0.159,0.0,0.0,0.9749279121818236,-0.22252093395631434,0,0,1
430,147047.0,0.08088570321053813,5,0.285,3.0,0.318,0.9749279121818236,-0.22252093395631434,0,1,0
536,572466.0,0.021192524970915304,8,0.168,2.0,0.307,0.9749279121818236,-0.22252093395631434,0,0,1
546,120919.0,0.09844606720201127,9,0.252,0.0,0.0,0.9749279121818236,-0.22252093395631434,0,0,1
265,84439.0,0.14544227193595377,10,0.286,1.0,0.127,0.9749279121818236,-0.22252093395631434,0,0,1
132,238267.0,0.0507120163514041,12,0.247,4.0,0.377,0.9749279121818236,-0.22252093395631434,0,0,1
399,405236.0,0.029607438628354837,13,0.221,3.0,0.313,0.9749279121818236,-0.22252093395631434,0,0,0
412,262067.0,0.04591955492297771,15,0.303,2.0,0.16,0.9749279121818236,-0.22252093395631434,0,0,1
119,688833.0,0.017555779122080388,20,0.355,3.0,0.42,0.9749279121818236,-0.22252093395631434,0,0,1
79,857827.0,0.014119397034600217,0,0.098,0.0,0.0,0.43388373911755823,-0.900968867902419,0,0,0
145,201828.0,0.060298868343341853,1,0.158,5.0,0.415,0.43388373911755823,-0.900968867902419,0,0,1
508,664684.0,0.018172545149273942,2,0.098,2.0,0.173,0.43388373911755823,-0.900968867902419,0,0,1
77,907303.0,0.013306469834222966,6,0.344,2.0,0.173,0.43388373911755823,-0.900968867902419,0,0,1
240,998127.0,0.012150758370427811,6,0.242,0.0,0.0,0.43388373911755823,-0.900968867902419,0,0,1
162,430023.0,0.028372900984365953,7,0.405,4.0,0.307,0.43388373911755823,-0.900968867902419,0,0,1
150,151490.0,0.0807578057957621,8,0.327,4.0,0.31,0.43388373911755823,-0.900968867902419,0,0,1
472,684959.0,0.01787990230072165,10,0.358,0.0,0.0,0.43388373911755823,-0.900968867902419,0,0,1
240,212379.0,0.05634267041468318,10,0.344,1.0,0.153,0.43388373911755823,-0.900968867902419,0,0,1
418,505015.0,0.02364484223240894,13,0.438,0.0,0.0,0.43388373911755823,-0.900968867902419,0,0,0
141,852859.0,0.014202816643782853,13,0.243,4.0,0.307,0.43388373911755823,-0.900968867902419,1,0,0
557,338896.0,0.03586646050705821,13,0.304,2.0,0.313,0.43388373911755823,-0.900968867902419,1,0,0
368,161582.0,0.07578195591093068,16,0.329,3.0,0.427,0.43388373911755823,-0.900968867902419,0,0,0
202,749953.0,0.01599033539435138,18,0.286,3.0,0.34,0.43388373911755823,-0.900968867902419,0,0,1
164,811091.0,0.014822011340281176,21,0.239,4.0,0.303,0.43388373911755823,-0.900968867902419,1,0,0
187,660401.0,0.01846605320100969,21,0.301,2.0,0.187,0.43388373911755823,-0.900968867902419,0,0,1
154,198346.0,0.06117088320409789,22,0.303,2.0,0.173,0.43388373911755823,-0.900968867902419,0,0,0
207,402222.0,0.030102779062308873,0,0.273,2.0,0.187,-0.433883739117558,-0.9009688679024191,0,0,1
353,973002.0,0.012424434893247908,2,0.196,2.0,0.187,-0.433883739117558,-0.9009688679024191,0,0,0
277,157277.0,0.07691525143536562,5,0.248,3.0,0.229,-0.433883739117558,-0.9009688679024191,0,0,1
66,842001.0,0.014404971015473854,9,0.313,5.0,0.423,-0.433883739117558,-0.9009688679024191,0,0,1
414,736335.0,0.016368908173589467,10,0.289,5.0,0.412,-0.433883739117558,-0.9009688679024191,0,0,1
121,695528.0,0.017519064653040567,13,0.127,1.0,0.113,-0.433883739117558,-0.9009688679024191,0,0,1
138,608964.0,0.019677682096150183,13,0.402,3.0,0.247,-0.433883739117558,-0.9009688679024191,0,0,1
143,411943.0,0.029154518950437316,14,0.151,5.0,0.455,-0.433883739117558,-0.9009688679024191,0,0,1
191,238823.0,0.05043065366401059,14,0.206,4.0,0.43,-0.433883739117558,-0.9009688679024191,0,0,0
379,993767.0,0.0118719981645597,15,0.28,1.0,0.073,-0.433883739117558,-0.9009688679024191,1,0,0
145,233083.0,0.05223461170484334,16,0.36,4.0,0.36,-0.433883739117558,-0.9009688679024191,0,0,1
327,928089.0,0.012934104380075617,18,0.209,5.0,0.513,-0.433883739117558,-0.9009688679024191,0,0,1
343,903326.0,0.013181287818572697,21,0.335,0.0,0.0,-0.433883739117558,-0.9009688679024191,0,1,0
408,883243.0,0.013610071067645032,21,0.459,4.0,0.438,-0.433883739117558,-0.9009688679024191,0,0,1
188,305012.0,0.03925747183717362,22,0.407,1.0,0.44,-0.433883739117558,-0.9009688679024191,0,0,1
90,468758.0,0.025492898254536454,22,0.187,1.0,0.113,-0.433883739117558,-0.9009688679024191,0,0,1
187,720492.0,0.017048072705873208,22,0.396,2.0,0.167,-0.433883739117558,-0.9009688679024191,1,0,0
110,963482.0,0.012616738039735044,23,0.35,0.0,0.0,-0.433883739117558,-0.9009688679024191,1,0,0
535,842746.0,0.014391050209671716,23,0.36,2.0,0.193,-0.433883739117558,-0.9009688679024191,0,0,1
66,370912.0,0.032412000690190665,23,0.305,1.0,0.14,-0.433883739117558,-0.9009688679024191,1,0,0
514,702528.0,0.017139530381707208,0,0.362,4.0,0.313,-0.9749279121818236,-0.2225209339563146,0,0,1
194,425816.0,0.0287072350498807,1,0.169,5.0,0.412,-0.9749279121818236,-0.2225209339563146,0,0,1
479,866616.0,0.013980817340090651,1,0.356,3.0,0.336,-0.9749279121818236,-0.2225209339563146,0,0,1
96,200709.0,0.060993777060321164,2,0.363,4.0,0.313,-0.9749279121818236,-0.2225209339563146,1,0,0
138,912943.0,0.01315744794581918,2,0.404,3.0,0.336,-0.9749279121818236,-0.2225209339563146,1,0,0
72,872300.0,0.013843861056975812,3,0.207,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0,0,1
531,520291.0,0.023096690121489703,3,0.433,4.0,0.307,-0.9749279121818236,-0.2225209339563146,1,0,0
70,301332.0,0.04001898238487781,3,0.304,3.0,0.251,-0.9749279121818236,-0.2225209339563146,0,0,1
411,171127.0,0.07148492055607823,6,0.362,5.0,0.519,-0.9749279121818236,-0.2225209339563146,1,0,0
195,387955.0,0.03139539379567218,6,0.509,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0,0,1
13,758670.0,0.015985870009358482,8,0.207,4.0,0.297,-0.9749279121818236,-0.2225209339563146,0,0,1
194,714923.0,0.016819993202065116,8,0.218,2.0,0.307,-0.9749279121818236,-0.2225209339563146,0,1,0
265,447184.0,0.02666911159612151,9,0.231,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0,0,1
456,895744.0,0.013471482923692484,9,0.356,1.0,0.1,-0.9749279121818236,-0.2225209339563146,0,0,1
42,476207.0,0.025581312328462204,10,0.286,5.0,0.401,-0.9749279121818236,-0.2225209339563146,0,0,1
141,568331.0,0.021494516399774077,12,0.221,4.0,0.373,-0.9749279121818236,-0.2225209339563146,0,0,1
45,414045.0,0.02940260116653987,15,0.221,1.0,0.1,-0.9749279121818236,-0.2225209339563146,0,0,1
98,593331.0,0.020634350809244754,16,0.353,3.0,0.367,-0.9749279121818236,-0.2225209339563146,0,0,1
571,265687.0,0.045625115267212926,16,0.301,4.0,0.307,-0.9749279121818236,-0.2225209339563146,0,0,1
28,711101.0,0.016904771614721398,19,0.254,5.0,0.367,-0.9749279121818236,-0.2225209339563146,1,0,0
158,794895.0,0.015120236006013373,19,0.205,4.0,0.313,-0.9749279121818236,-0.2225209339563146,0,0,1
63,810071.0,0.015117193431193068,20,0.277,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0,0,1
104,68386.0,0.17731699470651888,22,0.229,4.0,0.377,-0.9749279121818236,-0.2225209339563146,0,0,1
122,392508.0,0.030972617118631977,22,0.345,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0,0,1
457,338878.0,0.035700163480662656,23,0.277,5.0,0.407,-0.9749279121818236,-0.2225209339563146,0,0,1
73,814625.0,0.014580942151296608,23,0.208,1.0,0.127,-0.9749279121818236,-0.2225209339563146,0,0,1
543,749268.0,0.016241184729629453,0,0.246,3.0,0.34,-0.7818314824680299,0.6234898018587334,0,0,1
82,211338.0,0.05705552243325857,2,0.223,1.0,0.367,-0.7818314824680299,0.6234898018587334,0,0,1
433,219067.0,0.054923836086676676,2,0.334,0.0,0.0,-0.7818314824680299,0.6234898018587334,0,0,1
592,438281.0,0.02737513147957589,8,0.115,4.0,0.297,-0.7818314824680299,0.6234898018587334,0,0,1
328,939480.0,0.012790054072465619,9,0.351,2.0,0.453,-0.7818314824680299,0.6234898018587334,0,0,0
375,984764.0,0.012230341482832434,20,0.314,2.0,0.313,-0.7818314824680299,0.6234898018587334,0,0,1
196,429220.0,0.028239597409253997,21,0.185,5.0,0.412,-0.7818314824680299,0.6234898018587334,0,0,1
214,690290.0,0.01768966666183778,0,0.315,2.0,0.327,0.0,1.0,0,0,0
392,433606.0,0.0274050635830685,2,0.255,1.0,0.14,0.0,1.0,0,0,1
32,211344.0,0.05759803921568627,3,0.183,4.0,0.373,0.0,1.0,0,1,0
433,293449.0,0.041560884514856074,4,0.423,3.0,0.256,0.0,1.0,1,0,0
201,759326.0,0.015924648965003174,6,0.242,4.0,0.3,0.0,1.0,0,0,1
49,912260.0,0.013398592506522264,13,0.178,1.0,0.113,0.0,1.0,1,0,0
197,115312.0,0.10463785208824754,13,0.336,0.0,0.0,0.0,1.0,0,0,0
130,555618.0,0.021597572432858547,15,0.265,3.0,0.322,0.0,1.0,0,0,1
33,746811.0,0.01609912012544004,15,0.229,1.0,0.113,0.0,1.0,0,1,0
449,385045.0,0.03189237621576699,16,0.286,1.0,0.113,0.0,1.0,0,0,0
168,612572.0,0.01998622202777796,20,0.217,5.0,0.477,0.0,1.0,0,0,0
581,191863.0,0.0623778425230503,0,0.282,4.0,0.423,0.7818314824680298,0.6234898018587336,0,0,1
407,128521.0,0.0958442589148855,4,0.224,1.0,0.14,0.7818314824680298,0.6234898018587336,0,1,0
86,902340.0,0.013440609969634506,7,0.326,1.0,0.1,0.7818314824680298,0.6234898018587336,0,0,1
472,263913.0,0.04550742100616491,9,0.327,0.0,0.0,0.7818314824680298,0.6234898018587336,0,0,1
161,882530.0,0.013759305632669711,11,0.374,4.0,0.307,0.7818314824680298,0.6234898018587336,0,0,1
45,656103.0,0.018713525162969837,12,0.381,4.0,0.297,0.7818314824680298,0.6234898018587336,0,0,1
301,322194.0,0.03721981166626318,16,0.328,2.0,0.167,0.7818314824680298,0.6234898018587336,0,0,0
104,544722.0,0.022295776561255098,17,0.227,4.0,0.375,0.7818314824680298,0.6234898018587336,0,0,1
89,946021.0,0.012846437869772447,17,0.28,2.0,0.32,0.7818314824680298,0.6234898018587336,0,0,1
32,395843.0,0.030630830910234615,17,0.365,4.0,0.373,0.7818314824680298,0.6234898018587336,0,0,1
28,351456.0,0.03407823454429573,18,0.357,1.0,0.38,0.7818314824680298,0.6234898018587336,0,0,1
33,383191.0,0.03164740299224147,21,0.18,0.0,0.0,0.7818314824680298,0.6234898018587336,0,0,1
484,966807.0,0.012471982515641696,22,0.417,1.0,0.153,0.7818314824680298,0.6234898018587336,0,0,1
96,244487.0,0.04938912907434751,1,0.187,2.0,0.18,0.9749279121818236,-0.22252093395631434,0,0,1
53,452872.0,0.02666757936017241,5,0.445,5.0,0.471,0.9749279121818236,-0.22252093395631434,0,0,1
