,content_type,content_length,comments_count,follower_count,ER,day,hour,description_score,hashtag_count,desciption_word_count
15308,3,108,204,961746,1.290153533261381,0,3,0.4,0,14
15311,3,542,189,574180,2.082796335643875,0,4,0.0736111111111111,2,33
15316,1,596,199,283031,4.339453982072635,0,7,-0.125,4,32
15318,3,177,216,222516,5.480055366805084,0,9,0.0,4,17
15320,3,409,188,736144,1.652529939794388,0,10,0.0,5,10
15321,3,587,189,829944,1.4758827101587577,0,10,0.16,4,18
15328,2,122,227,449043,2.707313108098779,0,13,-0.005357142857142859,0,18
15332,3,186,201,78163,15.594334915497102,0,14,0.3833333333333333,1,30
15335,3,588,205,164108,7.401832939283887,0,14,0.20000000000000004,0,19
15343,3,104,181,923733,1.2943134000842234,0,17,0.0,1,11
15346,2,474,189,462259,2.6156332272600427,0,18,-0.05625,3,19
15351,3,445,211,145360,8.460374243258117,0,21,0.31607142857142856,5,21
15353,1,48,182,520250,2.3344545891398365,0,22,-0.1611111111111111,4,8
15360,1,190,196,621684,1.9628943321687544,2,0,-0.0712962962962963,3,15
15368,0,139,198,925784,1.2958746316635414,2,2,-0.05,0,14
15369,3,239,184,532546,2.2557675768853773,2,3,-0.06666666666666667,5,8
15370,3,415,165,86348,13.9065178116459,2,3,-0.049999999999999996,3,13
15371,3,472,189,622909,1.9697901298584544,2,3,0.1,1,20
15382,0,56,194,140598,8.603251824350275,2,7,0.2238095238095238,0,13
15384,3,223,192,652985,1.8390927816106035,2,7,0.4,3,10
15393,1,56,194,518199,2.3375189840196526,2,11,-0.049999999999999996,2,33
15394,0,483,215,129013,9.417655585096076,2,11,0.1375,2,37
15397,3,395,200,867767,1.3949597069259376,2,12,0.06666666666666667,1,24
15400,3,30,185,154191,7.79098650375184,2,13,0.23333333333333336,5,33
15411,2,522,173,550852,2.2138432827692376,2,16,0.025,4,19
15417,3,176,209,172774,7.062405223008092,2,19,-0.012499999999999976,0,28
15429,3,329,202,476397,2.5491344403932015,3,0,0.0,2,10
15430,3,527,189,902900,1.3413445564292834,3,0,0.25833333333333336,4,28
15435,3,364,212,434177,2.823272536315834,3,2,0.05,2,17
15438,3,95,205,387590,3.129595706803581,3,2,0.0,0,10
15442,3,92,238,270370,4.458704737951695,3,4,0.02976190476190476,1,27
15454,3,18,191,310950,3.868467599292491,3,9,0.20833333333333334,0,14
15455,2,583,234,514465,2.407938343716288,3,9,0.16666666666666666,2,16
15459,0,350,172,39894,29.95437910462726,3,10,0.22500000000000003,2,8
15460,1,111,202,760807,1.5902850525823238,3,11,0.05,0,19
15466,3,81,188,756478,1.5954198271463282,3,11,-0.11666666666666665,3,28
15468,3,121,204,634218,1.893828305093832,3,12,0.0,3,11
15469,3,191,213,601718,2.0027654150283025,3,12,0.031999999999999994,2,21
15488,1,346,174,369128,3.298584772761752,3,18,0.20000000000000004,0,15
15491,3,80,179,937424,1.2851175135264299,3,19,0.024999999999999998,5,31
15493,3,197,218,848516,1.417415817733549,3,19,0.07999999999999999,4,17
15494,3,534,199,745345,1.6302517626065782,3,19,-0.011111111111111108,1,22
15500,3,35,192,871866,1.400329867204364,3,21,0.09295454545454547,5,16
15507,3,188,238,324914,3.749607588469564,1,0,0.10833333333333332,1,20
15514,3,99,252,488973,2.4805050585615156,1,3,0.1,3,20
15530,3,132,198,562302,2.1508015265818012,1,8,-0.12121212121212122,4,23
15533,3,85,188,879530,1.3700499130217276,1,8,-0.25,3,17
15547,3,599,219,105232,11.618138969134865,1,13,0.125,5,20
15548,3,105,194,368683,3.2884619035865503,1,13,0.0,2,13
15553,3,65,184,128191,9.288483590891715,1,13,0.0625,2,31
15557,3,146,191,60264,20.21604938271605,1,15,0.16845238095238096,1,35
15561,3,233,240,802141,1.503850320579549,1,17,0.08333333333333333,2,18
15572,0,545,160,45522,26.277404331971354,1,19,0.21428571428571427,4,6
15574,3,323,207,288023,4.262506813691962,1,19,0.008333333333333331,4,12
15575,2,149,197,230899,5.24341811787838,1,19,-0.033333333333333326,0,10
15578,3,588,222,57506,21.314297638507288,1,20,0.0,0,7
15579,1,79,206,799992,1.5020150201502014,1,20,0.1875,2,18
15583,3,528,186,915252,1.316468032847784,1,21,0.05,1,12
15593,3,136,236,725005,1.6761263715422654,5,1,0.06999999999999999,5,20
15609,0,161,185,389545,3.080003593936516,5,10,0.16666666666666666,5,21
15610,3,349,205,254904,4.77120798418228,5,10,0.25,2,13
15611,3,69,177,189544,6.394293673236821,5,10,0.20833333333333331,5,25
15625,0,111,183,434854,2.7452892235095,5,17,-0.05,3,8
15630,3,504,194,521677,2.366790178597101,5,20,0.14920634920634918,4,34
15631,0,417,171,801952,1.5241560592155141,5,21,0.35,1,23
15632,1,157,182,108352,11.329740106320143,5,21,0.0709090909090909,2,20
15633,3,252,197,830109,1.44077464525743,5,22,-0.4,3,12
15634,0,516,199,982436,1.2348896009511052,5,22,0.13968253968253966,4,21
15647,3,61,214,391260,3.089250115013035,6,2,-0.023214285714285698,2,19
15654,3,224,184,764205,1.6160585183295058,6,4,0.17142857142857143,4,35
15659,2,275,194,233849,5.271777942176362,6,6,0.0625,0,39
15675,3,586,189,972595,1.2489268400516145,6,10,0.0,2,23
15676,3,433,200,302892,4.038733277868019,6,11,0.0,1,18
15678,1,154,206,743643,1.6603397060148486,6,11,-0.057777777777777775,0,13
15686,3,220,184,486310,2.471880076494417,6,13,0.1,3,7
15691,3,70,179,268852,4.4805320399327515,6,14,0.01333333333333333,1,30
15692,3,48,219,319659,3.873189867953038,6,15,-0.06055555555555555,1,26
15711,0,110,190,723379,1.6666228906285638,6,20,0.05833333333333334,3,22
15715,3,110,212,482278,2.4888135059032344,6,22,0.20714285714285713,5,17
15726,3,41,197,796374,1.5378452837485905,4,1,0.0,3,22
15728,3,546,203,430154,2.829451777735416,4,1,0.08666666666666667,4,28
15745,3,264,210,668482,1.8289198512450595,4,7,-0.08333333333333333,1,18
15746,3,150,186,93121,13.137745513901269,4,7,0.2,0,22
15747,3,488,174,813860,1.4738407097043718,4,7,0.15548400673400672,0,27
15769,2,363,207,122596,9.947306600541616,4,16,0.0,0,17
15773,2,29,209,158774,7.667502235882449,4,17,0.35,3,32
15777,0,434,198,52851,22.635333295491098,4,17,0.26666666666666666,2,19
15781,1,229,191,654311,1.879992847437992,4,19,0.35866666666666663,3,20
15788,3,420,195,649606,1.8903766282946894,4,20,0.15555555555555556,3,26
15795,2,264,214,949204,1.2886587077172031,4,22,-0.0625,3,16
15799,3,132,190,873958,1.3980076845798082,4,22,0.0,4,18
15810,3,112,219,829167,1.453989365230406,0,3,0.15833333333333333,0,21
15811,0,125,209,927042,1.3169845594913716,0,3,-0.0225,2,11
15815,0,233,176,877726,1.3614727147196277,0,4,0.33,5,13
15828,3,135,214,755689,1.590336765521266,0,8,0.2,2,11
15831,3,506,201,150334,8.194420423856213,0,8,-0.03472222222222222,2,24
15833,0,393,185,845464,1.4217045314762071,0,8,0.05714285714285715,3,21
15840,0,459,219,288140,4.297563684320123,0,10,0.4777777777777778,2,24
15842,3,485,208,770094,1.5657828784537993,0,10,0.12407407407407407,1,32
15843,3,288,215,426507,2.831606515250629,0,10,-0.125,3,19
15844,3,98,209,428813,2.839699356129595,0,11,0.07575757575757576,3,15
15849,3,186,191,683584,1.7626217114502387,0,12,0.16203703703703703,4,38
15851,1,36,220,577003,2.086990882196453,0,13,0.0,3,11
15854,1,53,197,193301,6.20224416842127,0,13,0.32916666666666666,3,27
15863,2,169,210,571422,2.1133243032294873,0,15,0.43333333333333335,3,20
15866,3,62,193,215688,5.6261822632691665,0,16,0.03154761904761905,4,31
15871,3,110,199,101885,11.866319870442165,0,17,0.0884920634920635,4,22
15874,3,439,175,581616,2.0884913757530743,0,19,0.20208333333333334,4,17
15886,1,409,214,684011,1.7891525136291668,2,0,0.04166666666666666,0,13
15890,2,478,202,267522,4.472529362071157,2,1,0.19285714285714284,4,26
15891,1,19,200,575262,2.129290653649989,2,2,-0.11458333333333333,3,20
15894,0,133,190,102400,11.57421875,2,2,0.14444444444444443,2,16
15897,3,33,214,884087,1.372602470118891,2,3,0.16666666666666666,0,22
15901,3,132,215,173018,6.962281381127975,2,5,0.21666666666666665,2,38
15917,0,521,201,250927,4.80259198890514,2,10,1.3877787807814457e-17,0,27
15920,1,74,198,539460,2.23779334890446,2,11,-0.037500000000000006,0,23
15924,0,52,200,729100,1.645864764778494,2,12,0.1761904761904762,4,30
15928,2,274,203,847614,1.4309579596372877,2,13,0.22916666666666669,1,20
15946,3,412,203,119574,10.182815662267718,2,20,-0.01632653061224488,1,32
15957,1,115,214,462506,2.6213713984251013,3,1,0.22380952380952382,4,33
15959,2,102,228,731409,1.6629546532788082,3,1,0.25,5,10
15981,0,496,210,107920,11.428836174944403,3,8,0.22500000000000003,0,8
15993,0,167,195,439642,2.7137989546039734,3,12,0.65,2,11
15995,2,191,185,56238,21.814431523169386,3,12,-0.015189393939393938,1,28
15998,2,239,205,807351,1.484484443569154,3,12,0.0,1,11
16001,3,176,192,150014,7.977255456157425,3,14,0.1875,3,27
16003,3,177,191,552535,2.1768756730342873,3,14,-0.21071428571428574,5,13
16005,3,198,194,369552,3.2826232844092305,3,14,0.17227272727272727,0,16
16007,3,102,196,530940,2.278223528082269,3,14,0.0,2,12
16021,3,11,188,245732,4.865870134943759,3,20,-0.1,1,14
16029,3,70,194,81132,15.176502489769758,3,23,0.375,4,18
16033,2,168,200,931329,1.3226260537361125,1,0,0.11339285714285716,4,27
16034,3,244,193,613444,1.972307170662685,1,0,0.18,0,22
16040,0,412,193,414252,2.907650415689001,1,3,0.4,1,25
16042,3,113,177,937818,1.293214674915602,1,3,0.17777777777777778,5,22
16044,0,92,203,541509,2.229141159242044,1,5,0.24195075757575757,4,28
16047,3,76,195,863736,1.396954625024313,1,6,0.21666666666666667,5,9
16049,3,13,187,142315,8.47486210167586,1,7,0.1285714285714286,4,18
16053,0,181,181,608390,1.9804730518253093,1,10,0.11607142857142858,1,10
16061,3,100,193,342573,3.527131443517148,1,12,-0.033333333333333326,5,18
16069,3,12,186,196269,6.205259108672282,1,14,-0.12000000000000001,4,28
16074,3,495,193,584371,2.0750516367170855,1,16,0.25,3,17
16079,1,81,206,67555,17.85360076974317,1,18,-0.13111111111111112,3,19
16080,3,534,185,676609,1.792172436370193,1,18,0.11818181818181818,0,13
16082,3,97,207,702059,1.7141009516294214,1,19,0.5666666666666668,3,17
16091,3,170,169,964628,1.253643891738577,5,0,-0.1375,0,19
16095,3,517,205,421794,2.854948150044809,5,1,0.13875,2,40
16096,1,253,197,130300,9.300844205679201,5,1,0.10555555555555557,4,27
16100,2,189,198,747817,1.6294093341017921,5,3,0.10000000000000003,4,32
16103,3,253,218,683603,1.7982659526069957,5,4,0.0,2,18
16106,3,491,180,382059,3.1523926932751225,5,4,0.03939393939393939,1,22
16113,0,159,199,489934,2.5213600199210506,5,7,0.0,2,14
16123,3,543,181,291866,4.139913521958706,5,10,0.08333333333333333,3,19
16132,3,13,231,105598,11.367639538627627,5,15,0.1292929292929293,3,26
16133,3,319,203,144441,8.327275496569534,5,15,0.18333333333333335,5,38
16147,3,155,192,808820,1.4786973615884869,5,20,0.016666666666666663,0,9
16168,1,38,203,164281,7.426908772164767,6,3,0.01,5,30
16169,2,193,219,716837,1.71391822687724,6,3,0.10416666666666667,5,17
16178,0,260,177,575608,2.089616544592848,6,6,0.11212121212121212,4,22
16179,3,134,223,921013,1.3358117637861788,6,6,0.07916666666666668,2,30
16193,3,114,193,899587,1.3522872162447879,6,12,0.0,2,14
16198,3,172,202,695908,1.734280968173954,6,13,0.3125,3,26
16200,3,131,205,683720,1.7973731937050252,6,14,0.2833333333333333,1,20
16201,3,178,219,980177,1.2227383421565696,6,14,0.275,0,11
16205,3,48,189,532710,2.2374274933828913,6,15,0.25,2,13
16218,3,49,211,547559,2.2032328936242487,6,21,0.06818181818181818,0,9
16234,3,107,204,535665,2.265221733732837,4,1,0.18409090909090908,2,17
16237,2,144,204,612888,1.9822545065330044,4,2,-0.6,1,13
16241,0,592,170,299807,4.035262685661109,4,4,0.2,0,12
16271,0,464,187,125249,9.477121573824942,4,13,0.126984126984127,0,20
16272,2,142,186,439469,2.7219212276633846,4,13,0.0,1,11
16278,2,56,183,521325,2.3146789430777344,4,16,0.1875,2,14
16291,1,109,195,717654,1.7080654465801068,4,20,-0.3499999999999999,2,11
16294,3,331,202,898370,1.3443236083128334,4,22,0.23482142857142854,3,31
16304,0,164,216,513757,2.338459621961355,0,2,0.22142857142857142,2,39
16309,3,582,223,886354,1.3670610162530996,0,3,0.2723809523809524,3,18
16324,3,73,186,824887,1.4591089446190812,0,7,-0.05,0,7
16326,3,252,198,216497,5.6254821082971125,0,7,0.2527777777777778,3,26
16331,1,304,197,426188,2.822228687809136,0,8,-0.18,4,13
16332,3,12,222,422377,2.866870118401333,0,9,0.06666666666666667,5,31
16333,2,90,186,801618,1.5019622812860989,0,9,0.13271103896103897,1,13
16334,3,163,206,895300,1.3506087345024014,0,10,0.0,1,19
16337,0,325,226,708997,1.7256772595652732,0,11,0.0,0,12
16339,3,63,205,300739,4.019764646420983,0,12,-0.014285714285714266,2,26
16343,3,91,196,532681,2.2976227798626194,0,14,0.13835807050092766,3,30
16347,3,187,198,901333,1.3438984259979385,0,15,-0.2,0,12
16348,3,444,219,367791,3.3162856078588114,0,15,0.06666666666666667,0,30
16349,0,148,192,177053,6.863481556370127,0,15,0.06349206349206349,5,24
16354,3,92,186,605727,1.998094851310904,0,18,-0.6999999999999998,2,13
16355,3,147,215,551099,2.2155728825492336,0,18,0.21666666666666667,1,21
16358,0,164,212,339430,3.586601066493828,0,18,0.11666666666666668,2,10
16359,3,282,205,958413,1.269703144677712,0,18,-0.05777777777777777,3,14
16369,3,227,200,412899,2.9607724891559437,0,22,-0.016666666666666663,5,25
16371,2,302,232,781209,1.5469611845229638,2,0,0.0,2,11
16379,0,38,190,373505,3.2066505133800085,2,3,0.25,3,21
16385,2,157,200,622085,1.9611467886221337,2,7,0.3027777777777778,1,18
16405,3,498,227,119899,10.101835711724034,2,15,0.025,3,30
16407,3,63,194,220224,5.547533420517292,2,16,0.1,1,14
16411,0,268,213,102082,11.827746321584609,2,16,0.0,0,8
16414,3,371,203,438970,2.7899400870218924,2,17,0.2828571428571428,1,16
16415,3,181,194,588595,2.0564224976426915,2,17,0.15000000000000002,4,14
16423,3,274,200,170140,7.135300340895732,2,21,0.27465986394557823,0,26
16430,3,122,183,257192,4.673162462284985,2,23,0.175,1,25
16437,3,374,193,431406,2.805477902486289,3,3,-0.06666666666666667,0,16
16451,0,124,213,849157,1.4507329033382521,3,7,-0.2,4,18
16456,3,598,203,176814,6.908955173232889,3,9,0.125,2,13
16457,3,115,195,203020,5.958033691261944,3,9,-0.4,2,10
16458,2,120,188,353810,3.4201972810265393,3,9,-0.0625,0,28
16461,0,207,179,529980,2.2932940865693046,3,11,0.13825757575757575,3,11
16462,0,34,195,992336,1.216120346334306,3,11,0.0,3,27
16466,3,87,204,867941,1.3786651396811533,3,12,0.09,4,15
16470,3,554,222,201754,6.059855071027092,3,13,-0.03784722222222221,0,23
16474,0,584,192,773471,1.576788270019173,3,15,0.22499999999999998,4,19
16476,3,431,195,810552,1.5065042094769985,3,15,0.08095238095238096,1,17
16493,3,120,217,375309,3.1821778854224116,3,18,-0.041666666666666664,4,18
16496,3,53,218,435855,2.7644514804235354,3,18,0.16904761904761903,1,33
16500,3,135,190,651200,1.8493550368550369,3,21,-0.4,3,21
16510,3,317,221,994799,1.2241668920053197,1,1,0.11272727272727275,2,24
16520,3,262,210,590520,2.073596152543521,1,4,0.25555555555555554,0,11
16521,1,55,212,713712,1.7051695922164685,1,4,-0.01190476190476191,0,21
16534,3,86,210,398918,3.061782120636321,1,8,-0.21777777777777776,1,13
16535,2,48,209,933381,1.2853272136458747,1,8,0.0,0,7
16537,0,129,193,777618,1.5730088552476922,1,9,-0.01333333333333333,0,14
16540,0,144,208,61049,19.74807122147783,1,10,-0.0496031746031746,1,31
16541,0,589,178,219895,5.506719115941699,1,11,0.024999999999999998,5,24
16542,1,192,181,270259,4.434634924276342,1,11,0.2,4,17
16545,3,195,207,202536,5.959928111545602,1,11,0.23333333333333336,1,10
16546,3,139,214,100066,12.11300541642516,1,11,0.025,2,28
16548,3,118,197,875431,1.3985111333731612,1,12,0.25,4,9
16549,1,122,205,254065,4.780272764843643,1,12,-0.013888888888888895,3,31
16560,3,44,178,720733,1.704653456966727,1,18,0.252,3,24
16561,3,578,213,416289,2.894623686909815,1,19,0.0,0,18
16562,3,422,204,838444,1.4373052940923903,1,19,0.35833333333333334,1,31
16573,2,141,184,986395,1.228007035720984,1,23,0.03333333333333334,1,16
16574,3,469,192,934158,1.3103779018110429,1,23,-0.0875,4,11
16576,3,182,172,306334,4.0024940098062896,5,0,0.05,3,10
16586,3,372,184,751622,1.5728650837788145,5,6,-0.004166666666666666,3,20
16590,1,147,212,540959,2.2550692381492867,5,7,0.13714285714285715,1,22
16591,3,43,197,566985,2.1573762974329127,5,7,-0.3,3,18
16598,0,445,205,997549,1.2284108349564784,5,9,-0.11583333333333334,2,20
16601,3,525,181,460505,2.61234948589049,5,10,-0.2,1,23
16621,3,114,204,502373,2.392644509159529,5,18,0.325,4,9
16622,3,130,218,665338,1.8338047729124143,5,18,0.16666666666666666,2,13
16633,3,43,199,379233,3.191705363193604,6,1,-0.09375,2,19
16643,0,554,204,128112,9.47374172598976,6,5,-0.2916666666666667,4,11
16646,0,184,216,772834,1.5667012579674289,6,5,0.19999999999999998,4,25
16647,3,61,186,996291,1.21480571439469,6,6,0.0,0,16
16649,3,368,213,72794,16.74039069154051,6,6,0.0,5,14
16667,3,68,188,775616,1.5499938113705751,6,14,0.10476190476190476,4,14
16672,0,147,200,618217,1.9920189836254907,6,15,0.07142857142857142,5,28
16674,0,265,197,96191,12.61552536100051,6,16,-0.15625,0,20
16677,3,393,209,443191,2.6995133023910682,6,17,0.4,4,13
16680,0,113,190,941785,1.2830953986313225,6,17,0.0,0,14
16683,3,397,195,692509,1.7296526110129977,6,18,0.1791666666666667,2,32
16684,3,295,185,586199,2.063121909112776,6,18,0.03333333333333333,4,14
16685,3,422,209,924496,1.3094702410827088,6,18,0.0,2,12
16686,3,376,182,979767,1.2349875021306087,6,19,0.0125,5,19
16694,1,577,189,941409,1.2790402471189461,6,22,-0.016666666666666666,3,26
16699,1,97,184,416271,2.957928849235234,6,22,0.175,0,28
16703,2,79,225,43596,27.832828699880725,6,23,0.06666666666666667,1,17
16713,3,260,190,733981,1.6484077925722873,4,3,0.03333333333333333,0,11
16717,0,37,213,184598,6.607872241302723,4,5,0.525,3,9
16723,0,548,200,912026,1.325949040926465,4,7,0.5,4,15
16735,0,529,199,382769,3.2115975954165563,4,9,0.06666666666666667,0,9
16738,3,168,210,215829,5.684129565535679,4,11,-0.025,0,11
16741,0,53,200,392666,3.1301411377608455,4,11,0.2,1,25
16746,0,249,222,497535,2.4239500738641504,4,13,0.2833333333333333,0,26
16749,3,389,182,169066,7.058190292548472,4,15,0.03333333333333333,5,14
16751,3,74,192,929423,1.3041424625816231,4,15,0.25,1,15
16759,3,86,191,826418,1.4583419044599706,4,17,0.0,0,11
16760,0,461,182,772447,1.5370633842839703,4,17,0.0,1,11
16761,3,355,198,775747,1.5551462010165686,4,17,0.1703703703703704,2,22
16770,0,118,192,869561,1.3871367276131288,4,19,0.03333333333333334,2,9
16773,3,173,211,845237,1.4457483522373016,4,20,0.062121212121212126,4,11
16780,2,195,213,173771,6.976422993479925,0,0,-0.30000000000000004,0,28
16785,1,197,216,329654,3.6838624739878782,0,2,0.18888888888888888,3,11
16786,0,103,193,499980,2.4514980599223968,0,3,0.25833333333333336,5,23
16788,3,50,205,425187,2.8309896586678334,0,3,-0.1285714285714286,4,9
16797,3,417,176,500562,2.4184816266516433,0,6,0.13988095238095238,3,33
16798,3,395,209,797448,1.5421695207712602,0,6,0.049999999999999996,2,25
16799,3,490,174,58065,20.54077327133385,0,7,0.0,2,8
16802,3,162,211,247539,4.7907602438403645,0,7,-0.21250000000000002,0,23
16804,0,160,207,246488,4.893544513323164,0,7,0.025,3,27
16819,3,73,196,207533,5.8564180154481456,0,12,0.2,1,17
16824,3,461,186,798381,1.5170701707580716,0,14,0.26666666666666666,1,24
16835,3,413,207,434996,2.7747381585118025,0,16,0.21632653061224488,5,27
16836,3,104,179,246914,4.899276671229659,0,16,-0.09999999999999999,1,9
16842,2,25,194,585180,2.0976451690078264,0,18,0.0,2,7
16848,3,186,185,68150,17.895818048422598,0,20,0.04648526077097505,2,30
16873,3,590,200,674572,1.7737172607223544,2,8,0.056481481481481494,4,19
16874,3,45,207,938128,1.2906554329473163,2,8,0.1988888888888889,1,23
16887,3,371,205,499782,2.427458371850127,2,15,-0.005744949494949488,2,26
16888,3,68,196,310362,3.8496980944832164,2,15,0.038888888888888896,1,37
16895,3,265,214,446991,2.658666505589598,2,16,0.1,0,15
16899,3,151,208,950679,1.2465827056240855,2,18,0.05925925925925925,3,31
16901,3,553,206,36617,33.01745091077915,2,19,0.11709956709956712,0,25
16902,0,514,169,383632,3.1212203361554822,2,19,0.375,5,17
16910,3,16,205,48816,24.737790888233366,2,21,-0.0625,0,24
16912,1,124,162,720726,1.662629071242053,2,22,0.19999999999999998,5,32
16925,3,263,193,368796,3.3126715040293275,3,2,0.21250000000000002,4,31
16927,2,59,193,668142,1.7960253957990966,3,2,0.02999999999999999,0,25
16933,0,303,215,852955,1.428211335885246,3,3,0.17916666666666667,3,24
16941,3,126,182,950225,1.2605435554737037,3,6,0.36875,0,29
16942,1,57,198,804117,1.4921957874289438,3,6,0.3333333333333333,4,23
16950,0,574,200,138497,8.888279168501844,3,9,0.020833333333333332,3,31
16951,3,347,191,811529,1.4703109808768386,3,9,0.016233766233766232,3,22
16952,3,513,195,341766,3.55067502326153,3,10,0.20454545454545456,5,25
16953,0,194,183,73791,16.317708121586644,3,11,0.11688311688311688,1,6
16957,3,197,220,915708,1.3317564114324654,3,11,-0.15,1,9
16958,3,41,225,504067,2.3834133160869486,3,13,0.004761904761904761,2,30
16961,3,153,209,611558,2.0194323351178465,3,13,-0.10555555555555556,1,34
16965,2,152,192,434511,2.8425057133191105,3,14,0.2222222222222222,1,15
16967,0,137,202,880618,1.3775553077497849,3,15,0.5,4,23
16971,3,157,192,747457,1.6109287892146305,3,17,-0.15,2,20
16972,3,133,202,515335,2.3712730553911534,3,17,0.175,1,37
16976,2,93,183,202249,5.972341025171941,3,18,0.5,1,13
16977,3,530,186,985322,1.2368545511010614,3,18,-0.18888888888888888,5,26
16984,3,288,223,42236,28.167913628184486,3,21,0.22708333333333336,3,19
16988,3,173,203,677275,1.7818463696430549,3,22,0.0,0,9
16992,2,137,203,487076,2.4858543635900765,3,23,0.225,2,7
16993,3,378,197,311704,3.861355645099197,3,23,0.21428571428571427,4,10
16995,1,455,208,101465,11.900655398413246,3,23,0.022222222222222237,4,23
16997,1,106,214,469922,2.595537131694196,1,0,-0.16666666666666666,0,10
17002,0,464,196,315117,3.883002186489463,1,2,-0.016666666666666663,4,18
17009,3,150,197,794232,1.5277651869982574,1,5,0.0,1,18
17014,3,317,197,233298,5.253366938422104,1,6,0.11000000000000001,4,13
17019,3,147,166,616601,1.9412878019983748,1,7,0.45,1,26
17021,2,142,236,358358,3.3614430262474952,1,7,0.10833333333333334,5,12
17024,3,217,191,177297,6.909310366221651,1,9,-0.07592592592592594,3,19
17045,1,187,179,98771,12.393313826933007,1,16,-0.08214285714285711,4,15
17047,3,276,190,270539,4.500275376193451,1,16,-0.016666666666666663,1,23
17051,3,189,191,677126,1.793019319890242,1,18,0.18611111111111112,0,19
17056,3,156,212,676453,1.750897697253172,1,19,0.375,1,17
17059,1,347,209,900564,1.3388276679947233,1,20,-0.8,1,12
17060,3,274,204,932053,1.299818787129058,1,20,0.11875,3,26
17061,3,262,213,431544,2.8029586786051945,1,20,0.0,0,12
17065,1,395,190,873732,1.370672013844062,1,23,0.15999999999999998,0,21
17076,3,315,190,67150,18.04616530156366,5,2,0.0,2,10
17078,0,150,185,409688,3.002040577219738,5,3,0.1125,3,24
17083,3,282,190,237585,5.109329292674201,5,3,0.18333333333333335,3,15
17084,3,187,206,702234,1.7371702310056192,5,4,0.18766233766233767,3,17
17091,1,69,195,180107,6.7926288261977605,5,6,0.18783068783068785,5,38
17092,3,128,222,495599,2.4673173271132507,5,6,0.0,4,13
17096,1,101,195,781847,1.545187229726532,5,7,0.0,4,24
17100,3,391,193,929200,1.2924020662935858,5,7,0.0,0,6
17105,2,205,175,767201,1.5778133761556619,5,10,0.15000000000000002,0,21
17106,3,169,205,89314,13.671988713975413,5,10,0.1,5,8
17113,3,180,196,815504,1.5038552845847475,5,14,0.0949074074074074,4,36
17114,3,133,189,492232,2.449454728664532,5,14,0.24,3,12
17117,3,196,197,219111,5.425104170945319,5,15,0.1285714285714286,3,27
17122,2,13,204,735712,1.64901483189074,5,16,0.06666666666666667,0,31
17123,3,452,185,130519,9.208620967062267,5,16,0.27,5,38
17124,3,178,190,110519,10.97910766474543,5,16,-0.08,5,27
17127,1,376,176,771632,1.5722520579758228,5,18,-0.041269841269841276,1,19
17128,0,318,207,352588,3.375611194935732,5,19,0.0,2,26
17140,1,27,202,832149,1.4623583036211063,5,23,-0.04166666666666667,0,14
17144,3,81,213,236834,5.105263602354391,6,1,0.1,3,14
17156,2,566,219,610317,2.001255085471976,6,5,0.1,0,23
17159,2,40,207,232817,5.217402509266935,6,6,0.1,1,15
17161,3,275,190,108699,11.314731506269608,6,6,0.0,5,11
17162,3,486,190,990695,1.2351934752875506,6,7,0.8,0,14
17163,1,117,197,79388,15.29450294754875,6,7,0.15,3,12
17169,3,412,202,705325,1.7211923581327757,6,10,0.0,5,13
17182,1,533,200,59003,20.46336626951172,6,14,0.016666666666666666,3,20
17185,3,326,203,270079,4.46943301774666,6,17,0.13246753246753246,0,22
17188,3,88,179,614816,1.9428577005152763,6,17,0.24166666666666667,5,12
17196,3,103,204,511924,2.3523022948718952,6,20,0.25833333333333336,3,10
17205,3,502,197,116518,10.318577387184813,6,22,-0.14814814814814814,2,28
17215,3,30,200,738104,1.6408256831015682,4,1,0.0,0,6
17224,0,567,191,365653,3.323369424016759,4,5,0.5,5,19
17232,1,18,189,523419,2.3354138844787826,4,7,0.2392857142857143,2,22
17246,1,116,192,349419,3.450012735426522,4,11,-0.12305871212121211,2,29
17253,0,73,215,461277,2.6365936302915602,4,14,0.005555555555555554,4,20
17254,2,323,208,214865,5.709631629162497,4,15,0.025,3,20
17265,3,393,217,857365,1.4068687198567704,4,18,0.0625,2,26
17267,3,449,196,567209,2.1408334493987224,4,20,0.4,2,17
17270,3,422,219,414724,2.909163684763843,4,21,0.10000000000000002,5,23
17277,3,87,187,319364,3.788153955987525,0,1,-0.15833333333333333,1,20
17282,2,262,232,430598,2.8541702469588803,0,2,0.44000000000000006,1,25
17283,1,104,180,93797,12.927918803373242,0,3,0.04666666666666666,5,37
17295,3,420,219,682503,1.7557431981983962,0,6,0.14920634920634926,0,26
17298,3,300,206,248842,4.879803248647736,0,7,-0.4,4,7
17307,0,549,197,320656,3.804700364253281,0,10,-0.07777777777777778,5,28
17322,2,81,193,443378,2.7802462007587203,0,14,-0.08333333333333333,2,9
17325,3,111,176,793081,1.5240561808945114,0,16,-0.075,3,21
17326,3,29,205,228309,5.291950821036402,0,16,0.0,0,15
17331,1,185,190,557880,2.1795009679500965,0,20,0.0806547619047619,2,30
17338,3,113,198,195552,6.210112911143839,0,21,0.24640151515151515,0,19
17340,1,385,203,916325,1.304995498322102,0,22,0.31875,4,20
17346,0,167,176,244240,5.0409433344251555,2,1,0.32285714285714284,0,14
